Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Angola,AGO,"Population ages 80 and above, male",SP.POP.80UP.MA,31631
Antigua and Barbuda,ATG,"Population ages 00-04, male",SP.POP.0004.MA,3756
Antigua and Barbuda,ATG,"Population ages 05-09, female",SP.POP.0509.FE,3460
Antigua and Barbuda,ATG,"Population ages 05-09, male",SP.POP.0509.MA,3555
Antigua and Barbuda,ATG,"Population ages 10-14, female",SP.POP.1014.FE,3386
Antigua and Barbuda,ATG,"Population ages 10-14, male",SP.POP.1014.MA,3459
Antigua and Barbuda,ATG,"Population ages 00-04, female",SP.POP.0004.FE,3645
Antigua and Barbuda,ATG,"Population ages 15-19, female",SP.POP.1519.FE,3614
Antigua and Barbuda,ATG,"Population ages 15-19, male",SP.POP.1519.MA,3694
Antigua and Barbuda,ATG,"Population ages 20-24, female",SP.POP.2024.FE,3754
Antigua and Barbuda,ATG,"Population ages 20-24, male",SP.POP.2024.MA,3811
Antigua and Barbuda,ATG,"Population ages 25-29, female",SP.POP.2529.FE,3674
Antigua and Barbuda,ATG,"Population ages 25-29, male",SP.POP.2529.MA,3536
Antigua and Barbuda,ATG,"Population ages 30-34, female",SP.POP.3034.FE,3715
Antigua and Barbuda,ATG,"Population ages 30-34, male",SP.POP.3034.MA,3342
Antigua and Barbuda,ATG,"Population ages 35-39, female",SP.POP.3539.FE,3724
Antigua and Barbuda,ATG,"Population ages 35-39, male",SP.POP.3539.MA,3282
Antigua and Barbuda,ATG,"Population ages 40-44, female",SP.POP.4044.FE,3749
Antigua and Barbuda,ATG,"Population ages 40-44, male",SP.POP.4044.MA,3202
Antigua and Barbuda,ATG,"Population ages 45-49, female",SP.POP.4549.FE,3774
Antigua and Barbuda,ATG,"Population ages 45-49, male",SP.POP.4549.MA,3208
Antigua and Barbuda,ATG,"Population ages 50-54, female",SP.POP.5054.FE,3553
Antigua and Barbuda,ATG,"Population ages 50-54, male",SP.POP.5054.MA,3094
Antigua and Barbuda,ATG,"Population ages 55-59, female",SP.POP.5559.FE,3007
Antigua and Barbuda,ATG,"Population ages 55-59, male",SP.POP.5559.MA,2605
Antigua and Barbuda,ATG,"Population ages 60-64, female",SP.POP.6064.FE,2238
Antigua and Barbuda,ATG,"Population ages 60-64, male",SP.POP.6064.MA,1971
Antigua and Barbuda,ATG,"Population ages 65-69, female",SP.POP.6569.FE,1657
Antigua and Barbuda,ATG,"Population ages 65-69, male",SP.POP.6569.MA,1461
Antigua and Barbuda,ATG,"Population ages 70-74, female",SP.POP.7074.FE,1212
Antigua and Barbuda,ATG,"Population ages 70-74, male",SP.POP.7074.MA,1061
Antigua and Barbuda,ATG,"Population ages 75-79, female",SP.POP.7579.FE,774
Antigua and Barbuda,ATG,"Population ages 75-79, male",SP.POP.7579.MA,668
Antigua and Barbuda,ATG,"Population ages 80 and above, female",SP.POP.80UP.FE,927
Antigua and Barbuda,ATG,"Population ages 80 and above, male",SP.POP.80UP.MA,714
Arab World,ARB,"Population ages 00-04, male",SP.POP.0004.MA,26042050
Arab World,ARB,"Population ages 05-09, female",SP.POP.0509.FE,22673632
Arab World,ARB,"Population ages 05-09, male",SP.POP.0509.MA,23761021
Arab World,ARB,"Population ages 10-14, female",SP.POP.1014.FE,19686652
Arab World,ARB,"Population ages 10-14, male",SP.POP.1014.MA,20576105
Arab World,ARB,"Population ages 00-04, female",SP.POP.0004.FE,24868488
Arab World,ARB,"Population ages 15-19, female",SP.POP.1519.FE,17945291
Arab World,ARB,"Population ages 15-19, male",SP.POP.1519.MA,18778592
Arab World,ARB,"Population ages 20-24, female",SP.POP.2024.FE,17423893
Arab World,ARB,"Population ages 20-24, male",SP.POP.2024.MA,18736142
Arab World,ARB,"Population ages 25-29, female",SP.POP.2529.FE,17159645
Arab World,ARB,"Population ages 25-29, male",SP.POP.2529.MA,19229367
Arab World,ARB,"Population ages 30-34, female",SP.POP.3034.FE,16191361
Arab World,ARB,"Population ages 30-34, male",SP.POP.3034.MA,18483410
Arab World,ARB,"Population ages 35-39, female",SP.POP.3539.FE,14310271
Arab World,ARB,"Population ages 35-39, male",SP.POP.3539.MA,16366044
Arab World,ARB,"Population ages 40-44, female",SP.POP.4044.FE,11992706
Arab World,ARB,"Population ages 40-44, male",SP.POP.4044.MA,13794848
Arab World,ARB,"Population ages 45-49, female",SP.POP.4549.FE,9887072
Arab World,ARB,"Population ages 45-49, male",SP.POP.4549.MA,11154258
Arab World,ARB,"Population ages 50-54, female",SP.POP.5054.FE,8191630
Arab World,ARB,"Population ages 50-54, male",SP.POP.5054.MA,9029958
Arab World,ARB,"Population ages 55-59, female",SP.POP.5559.FE,6586518
Arab World,ARB,"Population ages 55-59, male",SP.POP.5559.MA,7199422
Arab World,ARB,"Population ages 60-64, female",SP.POP.6064.FE,5196799
Arab World,ARB,"Population ages 60-64, male",SP.POP.6064.MA,5392111
Arab World,ARB,"Population ages 65-69, female",SP.POP.6569.FE,3904424
Arab World,ARB,"Population ages 65-69, male",SP.POP.6569.MA,3785507
Arab World,ARB,"Population ages 70-74, female",SP.POP.7074.FE,2657162
Arab World,ARB,"Population ages 70-74, male",SP.POP.7074.MA,2389145
Arab World,ARB,"Population ages 75-79, female",SP.POP.7579.FE,1823473
Arab World,ARB,"Population ages 75-79, male",SP.POP.7579.MA,1489597
Arab World,ARB,"Population ages 80 and above, female",SP.POP.80UP.FE,1799447
Arab World,ARB,"Population ages 80 and above, male",SP.POP.80UP.MA,1284554
Argentina,ARG,"Population ages 00-04, male",SP.POP.0004.MA,1914611
Argentina,ARG,"Population ages 05-09, female",SP.POP.0509.FE,1803649
Argentina,ARG,"Population ages 05-09, male",SP.POP.0509.MA,1870993
Argentina,ARG,"Population ages 10-14, female",SP.POP.1014.FE,1759748
Argentina,ARG,"Population ages 10-14, male",SP.POP.1014.MA,1823833
Argentina,ARG,"Population ages 00-04, female",SP.POP.0004.FE,1844394
Argentina,ARG,"Population ages 15-19, female",SP.POP.1519.FE,1732000
Argentina,ARG,"Population ages 15-19, male",SP.POP.1519.MA,1790240
Argentina,ARG,"Population ages 20-24, female",SP.POP.2024.FE,1734969
Argentina,ARG,"Population ages 20-24, male",SP.POP.2024.MA,1781238
Argentina,ARG,"Population ages 25-29, female",SP.POP.2529.FE,1729232
Argentina,ARG,"Population ages 25-29, male",SP.POP.2529.MA,1750802
Argentina,ARG,"Population ages 30-34, female",SP.POP.3034.FE,1623885
Argentina,ARG,"Population ages 30-34, male",SP.POP.3034.MA,1616542
Argentina,ARG,"Population ages 35-39, female",SP.POP.3539.FE,1585047
Argentina,ARG,"Population ages 35-39, male",SP.POP.3539.MA,1553889
Argentina,ARG,"Population ages 40-44, female",SP.POP.4044.FE,1513025
Argentina,ARG,"Population ages 40-44, male",SP.POP.4044.MA,1449174
Argentina,ARG,"Population ages 45-49, female",SP.POP.4549.FE,1292905
Argentina,ARG,"Population ages 45-49, male",SP.POP.4549.MA,1208047
Argentina,ARG,"Population ages 50-54, female",SP.POP.5054.FE,1175144
Argentina,ARG,"Population ages 50-54, male",SP.POP.5054.MA,1076622
Argentina,ARG,"Population ages 55-59, female",SP.POP.5559.FE,1093954
Argentina,ARG,"Population ages 55-59, male",SP.POP.5559.MA,980487
Argentina,ARG,"Population ages 60-64, female",SP.POP.6064.FE,984289
Argentina,ARG,"Population ages 60-64, male",SP.POP.6064.MA,858932
Argentina,ARG,"Population ages 65-69, female",SP.POP.6569.FE,873449
Argentina,ARG,"Population ages 65-69, male",SP.POP.6569.MA,724782
Argentina,ARG,"Population ages 70-74, female",SP.POP.7074.FE,719884
Argentina,ARG,"Population ages 70-74, male",SP.POP.7074.MA,547623
Argentina,ARG,"Population ages 75-79, female",SP.POP.7579.FE,546270
Argentina,ARG,"Population ages 75-79, male",SP.POP.7579.MA,363805
Argentina,ARG,"Population ages 80 and above, female",SP.POP.80UP.FE,785962
Argentina,ARG,"Population ages 80 and above, male",SP.POP.80UP.MA,385077
Armenia,ARM,"Population ages 00-04, male",SP.POP.0004.MA,111514
Armenia,ARM,"Population ages 05-09, female",SP.POP.0509.FE,98837
Armenia,ARM,"Population ages 05-09, male",SP.POP.0509.MA,112450
Armenia,ARM,"Population ages 10-14, female",SP.POP.1014.FE,86961
Armenia,ARM,"Population ages 10-14, male",SP.POP.1014.MA,99976
Armenia,ARM,"Population ages 00-04, female",SP.POP.0004.FE,99327
Armenia,ARM,"Population ages 15-19, female",SP.POP.1519.FE,77952
Armenia,ARM,"Population ages 15-19, male",SP.POP.1519.MA,90656
Armenia,ARM,"Population ages 20-24, female",SP.POP.2024.FE,97623
Armenia,ARM,"Population ages 20-24, male",SP.POP.2024.MA,100658
Armenia,ARM,"Population ages 25-29, female",SP.POP.2529.FE,133575
Armenia,ARM,"Population ages 25-29, male",SP.POP.2529.MA,121102
Armenia,ARM,"Population ages 30-34, female",SP.POP.3034.FE,139805
Armenia,ARM,"Population ages 30-34, male",SP.POP.3034.MA,123268
Armenia,ARM,"Population ages 35-39, female",SP.POP.3539.FE,119222
Armenia,ARM,"Population ages 35-39, male",SP.POP.3539.MA,100220
Armenia,ARM,"Population ages 40-44, female",SP.POP.4044.FE,96510
Armenia,ARM,"Population ages 40-44, male",SP.POP.4044.MA,81147
Armenia,ARM,"Population ages 45-49, female",SP.POP.4549.FE,88570
Armenia,ARM,"Population ages 45-49, male",SP.POP.4549.MA,71144
Armenia,ARM,"Population ages 50-54, female",SP.POP.5054.FE,101933
Armenia,ARM,"Population ages 50-54, male",SP.POP.5054.MA,77343
Armenia,ARM,"Population ages 55-59, female",SP.POP.5559.FE,119241
Armenia,ARM,"Population ages 55-59, male",SP.POP.5559.MA,90873
Armenia,ARM,"Population ages 60-64, female",SP.POP.6064.FE,102312
Armenia,ARM,"Population ages 60-64, male",SP.POP.6064.MA,77376
Armenia,ARM,"Population ages 65-69, female",SP.POP.6569.FE,67191
Armenia,ARM,"Population ages 65-69, male",SP.POP.6569.MA,48261
Armenia,ARM,"Population ages 70-74, female",SP.POP.7074.FE,40550
Armenia,ARM,"Population ages 70-74, male",SP.POP.7074.MA,27601
Armenia,ARM,"Population ages 75-79, female",SP.POP.7579.FE,34332
Armenia,ARM,"Population ages 75-79, male",SP.POP.7579.MA,20871
Armenia,ARM,"Population ages 80 and above, female",SP.POP.80UP.FE,59217
Armenia,ARM,"Population ages 80 and above, male",SP.POP.80UP.MA,34154
Aruba,ABW,"Population ages 00-04, male",SP.POP.0004.MA,2912
Aruba,ABW,"Population ages 05-09, female",SP.POP.0509.FE,3015
Aruba,ABW,"Population ages 05-09, male",SP.POP.0509.MA,3121
Aruba,ABW,"Population ages 10-14, female",SP.POP.1014.FE,3452
Aruba,ABW,"Population ages 10-14, male",SP.POP.1014.MA,3559
Aruba,ABW,"Population ages 00-04, female",SP.POP.0004.FE,2785
Aruba,ABW,"Population ages 15-19, female",SP.POP.1519.FE,3643
Aruba,ABW,"Population ages 15-19, male",SP.POP.1519.MA,3716
Aruba,ABW,"Population ages 20-24, female",SP.POP.2024.FE,3778
Aruba,ABW,"Population ages 20-24, male",SP.POP.2024.MA,3888
Aruba,ABW,"Population ages 25-29, female",SP.POP.2529.FE,3197
Aruba,ABW,"Population ages 25-29, male",SP.POP.2529.MA,3400
Aruba,ABW,"Population ages 30-34, female",SP.POP.3034.FE,2688
Aruba,ABW,"Population ages 30-34, male",SP.POP.3034.MA,2587
Aruba,ABW,"Population ages 35-39, female",SP.POP.3539.FE,3359
Aruba,ABW,"Population ages 35-39, male",SP.POP.3539.MA,2794
Aruba,ABW,"Population ages 40-44, female",SP.POP.4044.FE,3860
Aruba,ABW,"Population ages 40-44, male",SP.POP.4044.MA,3215
Aruba,ABW,"Population ages 45-49, female",SP.POP.4549.FE,4178
Aruba,ABW,"Population ages 45-49, male",SP.POP.4549.MA,3598
Aruba,ABW,"Population ages 50-54, female",SP.POP.5054.FE,4687
Aruba,ABW,"Population ages 50-54, male",SP.POP.5054.MA,4000
Aruba,ABW,"Population ages 55-59, female",SP.POP.5559.FE,4778
Aruba,ABW,"Population ages 55-59, male",SP.POP.5559.MA,4084
Aruba,ABW,"Population ages 60-64, female",SP.POP.6064.FE,3930
Aruba,ABW,"Population ages 60-64, male",SP.POP.6064.MA,3277
Aruba,ABW,"Population ages 65-69, female",SP.POP.6569.FE,3071
Aruba,ABW,"Population ages 65-69, male",SP.POP.6569.MA,2493
Aruba,ABW,"Population ages 70-74, female",SP.POP.7074.FE,2140
Aruba,ABW,"Population ages 70-74, male",SP.POP.7074.MA,1711
Aruba,ABW,"Population ages 75-79, female",SP.POP.7579.FE,1452
Aruba,ABW,"Population ages 75-79, male",SP.POP.7579.MA,1021
Aruba,ABW,"Population ages 80 and above, female",SP.POP.80UP.FE,1589
Aruba,ABW,"Population ages 80 and above, male",SP.POP.80UP.MA,868
Australia,AUS,"Population ages 00-04, male",SP.POP.0004.MA,838328
Australia,AUS,"Population ages 05-09, female",SP.POP.0509.FE,788389
Australia,AUS,"Population ages 05-09, male",SP.POP.0509.MA,830748
Australia,AUS,"Population ages 10-14, female",SP.POP.1014.FE,751793
Australia,AUS,"Population ages 10-14, male",SP.POP.1014.MA,791982
